7.597629539583650171e-01, 1.625817275781141991e+00
7.673605834979486673e-01, 1.597129223740518356e+00
7.749582130375323175e-01, 1.569922512128860248e+00
7.825558425771159676e-01, 1.544073441081869280e+00
7.901534721166996178e-01, 1.519470974861993229e+00
7.977511016562831569e-01, 1.496015125503584953e+00
8.053487311958668071e-01, 1.473615575365202046e+00
8.129463607354504573e-01, 1.452190498259262608e+00
8.205439902750341075e-01, 1.431665546342088868e+00
8.281416198146177576e-01, 1.411972976214913356e+00
8.357392493542014078e-01, 1.393050892060414103e+00
8.433368788937850580e-01, 1.374842587933584603e+00
8.509345084333687081e-01, 1.357295974094518076e+00
8.585321379729523583e-01, 1.340363074884393990e+00
8.661297675125360085e-01, 1.323999587601540240e+00
8.737273970521196587e-01, 1.308164493422343533e+00
8.813250265917033088e-01, 1.292819712652336861e+00
8.889226561312869590e-01, 1.277929797530192868e+00
8.965202856708706092e-01, 1.263461656464115457e+00
9.041179152104542593e-01, 1.249384303968916976e+00
9.117155447500379095e-01, 1.235668630642680288e+00
9.193131742896215597e-01, 1.222287187395752373e+00
9.269108038292052099e-01, 1.209213977485427360e+00
9.345084333687888600e-01, 1.196424249121243566e+00
9.421060629083725102e-01, 1.183894280020226786e+00
9.497036924479561604e-01, 1.171601143604597217e+00
9.573013219875398105e-01, 1.159522444554810461e+00
9.648989515271234607e-01, 1.147636009173370608e+00
9.724965810667071109e-01, 1.135919514305965494e+00
9.800942106062907611e-01, 1.124350037821950199e+00
9.876918401458744112e-01, 1.112903515762429185e+00
9.952894696854580614e-01, 1.101554099016583743e+00
1.002887099225041823e+00, 1.090273420689459094e+00
1.010484728764625473e+00, 1.079029823703724578e+00
1.018082358304209123e+00, 1.067787672472635840e+00
1.025679987843792773e+00, 1.056507011083532177e+00
1.033277617383376423e+00, 1.045144077435001151e+00
1.040875246922960073e+00, 1.033653592505478613e+00
1.048472876462543724e+00, 1.021994327059055907e+00
1.056070506002127374e+00, 1.010139975562842185e+00
1.063668135541711024e+00, 9.980968994526504545e-01
1.071265765081294674e+00, 9.859266929786661970e-01
1.078863394620878324e+00, 9.737628554006965143e-01
1.086461024160461974e+00, 9.618021073298581580e-01
1.094058653700045625e+00, 9.502588318772084985e-01
1.101656283239629275e+00, 9.393022192374610446e-01
1.109253912779212925e+00, 9.290161576142493827e-01
1.116851542318796575e+00, 9.194007406067076227e-01
1.124449171858380225e+00, 9.104003230432428095e-01
1.132046801397963876e+00, 9.019344196179294171e-01
1.139644430937547526e+00, 8.939191544033983083e-01
1.147242060477131176e+00, 8.862782690090182935e-01
1.154839690016714826e+00, 8.789470558731140581e-01
1.162437319556298476e+00, 8.718725804235586407e-01
1.170034949095882126e+00, 8.650123519345243039e-01
1.177632578635465777e+00, 8.583325639552905617e-01
1.185230208175049427e+00, 8.518063982567214421e-01
1.192827837714633077e+00, 8.454125674021791825e-01
1.200425467254216727e+00, 8.391341275822639112e-01
1.208023096793800377e+00, 8.329575372169981673e-01
1.215620726333384027e+00, 8.268719203327653533e-01
