8.733285461990799581e-01, 5.948839976204639557e-01, 1.020537411854062215e+00
8.895012970546185560e-01, 5.948839976204639557e-01, 1.024929364390308795e+00
9.056740479101570429e-01, 5.948839976204639557e-01, 1.028720137153002367e+00
9.137604233379262864e-01, 5.948839976204639557e-01, 1.030313152388984355e+00
9.157820171948686250e-01, 5.948839976204639557e-01, 1.030671611213603400e+00
9.178036110518109636e-01, 5.948839976204639557e-01, 1.018421686716040053e+00
1.047185617896118970e+00, 5.948839976204639557e-01, 9.208015011947920936e-01
1.176567624740427309e+00, 5.948839976204639557e-01, 8.531954678543570703e-01
1.305949631584735426e+00, 5.948839976204639557e-01, 7.980581904692181094e-01
1.435331638429043544e+00, 5.948839976204639557e-01, 7.505003806083299089e-01
1.564713645273351661e+00, 5.948839976204639557e-01, 7.081014309929729578e-01
1.694095652117659778e+00, 5.948839976204639557e-01, 6.694909616885407200e-01
1.823477658961967895e+00, 5.948839976204639557e-01, 6.338163028655642295e-01
1.952859665806276013e+00, 5.948839976204639557e-01, 6.005066244298452593e-01
2.082241672650584352e+00, 5.948839976204639557e-01, 5.691570670508117047e-01
2.211623679494892247e+00, 5.948839976204639557e-01, 5.394670432400449078e-01
2.341005686339200587e+00, 5.948839976204639557e-01, 5.112051343035792783e-01
2.470387693183508482e+00, 5.948839976204639557e-01, 4.841879608562910664e-01
3.881460205329244628e-01, 9.914733293674400372e-01, 7.624790427015954997e-01
4.204915222440014921e-01, 9.914733293674400372e-01, 7.852583726770970829e-01
4.528370239550785215e-01, 9.914733293674400372e-01, 8.064778287763586517e-01
4.851825256661555508e-01, 9.914733293674400372e-01, 8.265971130216244189e-01
5.175280273772325801e-01, 9.914733293674400372e-01, 8.457901554721218851e-01
5.498735290883096649e-01, 9.914733293674400372e-01, 8.641288771970632165e-01
5.822190307993866387e-01, 9.914733293674400372e-01, 8.816484428985530419e-01
6.145645325104637235e-01, 9.914733293674400372e-01, 8.983698455130947336e-01
6.469100342215406974e-01, 9.914733293674400372e-01, 9.143066424546616444e-01
6.792555359326177822e-01, 9.914733293674400372e-01, 9.294656028500800637e-01
7.116010376436948670e-01, 9.914733293674400372e-01, 9.438447203393955931e-01
7.439465393547718408e-01, 9.914733293674400372e-01, 9.574295090490354543e-01
7.762920410658489256e-01, 9.914733293674400372e-01, 9.701871992769963704e-01
8.086375427769258994e-01, 9.914733293674400372e-01, 9.820572267916851672e-01
8.409830444880029843e-01, 9.914733293674400372e-01, 9.929341885297411352e-01
8.733285461990799581e-01, 9.914733293674400372e-01, 1.002633821726144570e+00
8.895012970546185560e-01, 9.914733293674400372e-01, 1.006945816212971190e+00
9.056740479101570429e-01, 9.914733293674400372e-01, 1.010815541973841158e+00
9.218467987656955298e-01, 9.914733293674400372e-01, 1.014142795234201477e+00
9.380195496212340167e-01, 9.914733293674400372e-01, 1.016771060141648420e+00
9.541923004767726146e-01, 9.914733293674400372e-01, 1.018434266343532846e+00
9.622786759045418581e-01, 9.914733293674400372e-01, 1.018759194497991460e+00
9.703650513323111015e-01, 9.914733293674400372e-01, 1.018606215199935550e+00
9.784514267600803450e-01, 9.914733293674400372e-01, 1.017771482098444924e+00
9.865378021878495884e-01, 9.914733293674400372e-01, 1.015812083723367731e+00
9.905809899017342657e-01, 9.914733293674400372e-01, 1.014060771845602282e+00
9.946241776156188319e-01, 9.914733293674400372e-01, 1.011180798514934365e+00
9.966457714725611705e-01, 9.914733293674400372e-01, 1.008727260377823676e+00
9.986673653295035091e-01, 9.914733293674400372e-01, 1.000416139895201395e+00
1.000688959186445848e+00, 9.914733293674400372e-01, 9.973619270201053988e-01
1.004732146900330525e+00, 9.914733293674400372e-01, 9.923440541728850706e-01
1.012818522328099657e+00, 9.914733293674400372e-01, 9.839028132905838220e-01
1.028991273183638144e+00, 9.914733293674400372e-01, 9.696393265793810112e-01
1.061336774894715340e+00, 9.914733293674400372e-01, 9.455280435450215126e-01
1.126027778316869288e+00, 9.914733293674400372e-01, 9.051717838106215774e-01
1.255409785161177405e+00, 9.914733293674400372e-01, 8.399065420704460161e-01
1.384791792005485744e+00, 9.914733293674400372e-01, 7.861173237819469861e-01
1.514173798849793862e+00, 9.914733293674400372e-01, 7.392970255829224291e-01
1.643555805694101979e+00, 9.914733293674400372e-01, 6.972848573317598220e-01
1.772937812538410096e+00, 9.914733293674400372e-01, 6.588584903527261449e-01
1.902319819382718213e+00, 9.914733293674400372e-01, 6.232487223167338941e-01
2.031701826227026331e+00, 9.914733293674400372e-01, 5.899326381012904852e-01
2.161083833071334670e+00, 9.914733293674400372e-01, 5.585335496571659508e-01
2.290465839915642565e+00, 9.914733293674400372e-01, 5.287678377609675850e-01
2.419847846759950905e+00, 9.914733293674400372e-01, 5.004145382995051072e-01
2.549229853604258800e+00, 9.914733293674400372e-01, 4.732968461949743078e-01
